logged_at,esp_millis,latency_ms,jitter_ms,loss_percent,throughput_mbps,rssi_dbm
2026-08-07T15:42:55,1956612,2.93,1.42,0.0,3.42,-23
2026-08-07T15:43:17,1979550,7.56,2.5,0.0,2.32,-24
2026-08-07T15:43:36,1998004,3.74,1.83,0.0,3.16,-22
2026-08-07T15:43:54,2015810,4.32,2.71,0.0,3.3,-23
2026-08-07T15:44:17,2038672,7.91,6.97,0.0,2.33,-23
2026-08-07T15:44:42,2063653,17.85,10.82,0.0,2.1,-22
2026-08-07T15:45:01,2083602,3.33,1.92,0.0,2.8,-22
2026-08-07T15:45:21,2103136,2.95,0.92,0.0,2.89,-22
2026-08-07T15:45:38,2120379,3.91,2.49,0.0,3.46,-21
2026-08-07T15:45:55,2137178,2.49,0.75,0.0,3.58,-23
2026-08-07T15:46:13,2154801,4.22,3.67,0.0,3.35,-20
2026-08-07T15:46:30,2172198,3.93,1.41,0.0,3.41,-24
2026-08-07T15:46:48,2190496,3.65,2.19,0.0,3.17,-20
2026-08-07T15:47:10,2212159,6.14,4.91,0.0,2.52,-22
2026-08-07T15:47:28,2229645,4.28,3.61,0.0,3.38,-22
2026-08-07T15:47:49,2250996,3.42,2.54,0.0,2.55,-22
2026-08-07T15:48:12,2274470,8.14,7.19,0.0,2.25,-24
2026-08-07T15:48:35,2296722,5.39,2.82,0.0,2.41,-22
2026-08-07T15:48:56,2318341,7.17,8.84,0.0,2.51,-23
2026-08-07T15:49:19,2341155,11.38,8.34,0.0,2.34,-23
2026-08-07T15:49:38,2359919,4.2,2.08,0.0,3.07,-22
2026-08-07T15:49:58,2380466,3.28,1.45,0.0,2.69,-22
2026-08-07T15:50:20,2401725,3.78,1.74,0.0,2.59,-21
2026-08-07T15:50:38,2420174,7.0,5.36,0.0,3.15,-20
2026-08-07T15:50:58,2440189,8.21,6.23,0.0,2.8,-21
2026-08-07T15:51:16,2458007,2.49,0.46,0.0,3.3,-22
2026-08-07T15:51:34,2476315,2.6,0.31,0.0,3.17,-22
2026-08-07T15:51:53,2495460,8.02,5.73,0.0,2.98,-22
2026-08-07T15:52:12,2513849,4.33,2.31,0.0,3.15,-24
2026-08-07T15:52:29,2531453,4.04,2.95,0.0,3.34,-21
2026-08-07T15:52:48,2549766,8.62,8.17,0.0,3.19,-22
2026-08-07T15:53:05,2566833,4.14,1.52,0.0,3.51,-21
2026-08-07T15:53:23,2585258,3.62,1.62,0.0,3.14,-21
2026-08-07T15:53:42,2603780,2.97,2.01,0.0,3.12,-24
2026-08-07T15:53:59,2620722,2.54,0.46,0.0,3.53,-21
2026-08-07T15:54:15,2637252,3.84,1.76,0.0,3.69,-21
2026-08-07T15:54:32,2653686,2.99,1.27,0.0,3.74,-21
2026-08-07T15:54:48,2670545,2.34,0.58,0.0,3.58,-21
2026-08-07T15:55:05,2687311,2.74,0.91,0.0,3.59,-22
2026-08-07T15:55:23,2705206,3.9,2.81,0.0,3.27,-22
2026-08-07T15:55:42,2724396,2.6,0.73,0.0,2.98,-22
2026-08-07T15:56:01,2742875,10.89,13.69,0.0,3.14,-21
2026-08-07T15:56:17,2759604,2.54,0.65,0.0,3.63,-22
2026-08-07T15:56:35,2777031,7.41,9.49,0.0,3.43,-22
2026-08-07T15:56:53,2795067,2.67,0.71,0.0,3.25,-23
2026-08-07T15:57:11,2813062,3.35,2.18,0.0,3.24,-21
2026-08-07T15:57:29,2831467,4.46,4.45,0.0,3.14,-21
2026-08-07T15:57:46,2848153,2.43,0.39,0.0,3.64,-20
2026-08-07T15:58:02,2864539,3.23,1.8,0.0,3.74,-20
2026-08-07T15:58:21,2883554,7.11,8.22,0.0,3.0,-21
2026-08-07T15:58:38,2900408,2.86,1.02,0.0,3.59,-24
2026-08-07T15:58:55,2916891,2.82,1.25,0.0,3.7,-22
2026-08-07T15:59:14,2936370,2.61,1.11,0.0,2.89,-22
2026-08-07T15:59:43,2964802,6.42,4.04,0.0,1.76,-22
2026-08-07T16:00:00,2981889,2.68,1.02,0.0,3.49,-21
2026-08-07T16:00:18,3000611,2.76,0.81,0.0,3.07,-21
2026-08-07T16:00:35,3017309,2.5,0.58,0.0,3.64,-20
2026-08-07T16:00:53,3034649,5.96,6.24,0.0,3.44,-21
2026-08-07T16:01:09,3051537,3.51,1.45,0.0,3.6,-20
2026-08-07T16:01:27,3069306,2.89,1.38,0.0,3.31,-21
2026-08-07T16:01:45,3086861,4.39,1.66,0.0,3.38,-20
2026-08-07T16:02:01,3103457,2.4,0.2,0.0,3.64,-21
2026-08-07T16:02:18,3119813,2.66,0.59,0.0,3.74,-23
2026-08-07T16:02:34,3136392,3.61,1.76,0.0,3.65,-21
2026-08-07T16:02:53,3154824,2.72,1.09,0.0,3.12,-23
2026-08-07T16:03:12,3173803,7.47,5.54,0.0,3.04,-20
2026-08-07T16:03:28,3190578,3.08,1.53,0.0,3.6,-21
2026-08-07T16:03:45,3207360,3.05,1.07,0.0,3.61,-20
2026-08-07T16:04:04,3226511,6.09,4.7,0.0,3.04,-21
2026-08-07T16:04:23,3245582,2.3,1.07,0.0,2.99,-20
2026-08-07T16:04:40,3262270,2.55,0.48,0.0,3.63,-21
2026-08-07T16:04:57,3279563,2.66,0.83,0.0,3.43,-21
2026-08-07T16:05:14,3296311,3.49,1.47,0.0,3.62,-20
2026-08-07T16:05:31,3312760,3.71,1.8,0.0,3.7,-20
2026-08-07T16:05:50,3332125,8.11,8.45,0.0,2.97,-21
2026-08-07T16:06:09,3350837,5.03,3.68,0.0,3.07,-20
2026-08-07T16:06:27,3369484,6.37,4.41,0.0,3.09,-20
2026-08-07T16:06:45,3387102,3.0,0.94,0.0,3.35,-21
2026-08-07T16:07:03,3404761,8.21,9.16,0.0,3.34,-22
2026-08-07T16:07:20,3422307,2.8,0.94,0.0,3.36,-22
2026-08-07T16:07:42,3443960,9.56,9.19,0.0,2.56,-21
2026-08-07T16:08:00,3462187,12.83,18.77,0.0,3.2,-20
2026-08-07T16:08:19,3480715,3.4,1.84,0.0,3.1,-21
2026-08-07T16:08:39,3500881,3.28,1.03,0.0,2.76,-20
2026-08-07T16:09:01,3523008,6.38,7.09,0.0,2.43,-21
2026-08-07T16:09:20,3541735,6.03,4.91,0.0,3.09,-21
2026-08-07T16:09:37,3559327,7.53,7.3,0.0,3.39,-22
2026-08-07T16:09:57,3579269,3.07,1.99,0.0,2.81,-20
2026-08-07T16:10:16,3597820,6.94,3.5,0.0,3.12,-21
2026-08-07T16:10:35,3617367,2.58,0.87,0.0,2.89,-21
2026-08-07T16:10:53,3634779,5.6,6.97,0.0,3.42,-21
2026-08-07T16:11:11,3652776,2.36,0.76,0.0,3.26,-21
2026-08-07T16:11:27,3669385,3.41,1.98,0.0,3.68,-23
2026-08-07T16:11:46,3687862,5.44,5.23,0.0,3.14,-22
2026-08-07T16:12:03,3704745,3.34,2.07,0.0,3.57,-21
2026-08-07T16:12:20,3722143,9.4,10.83,0.0,3.43,-21
2026-08-07T16:12:37,3739375,2.86,1.23,0.0,3.47,-22
2026-08-07T16:12:54,3755986,3.29,2.13,0.0,3.66,-21
2026-08-07T16:13:12,3773765,3.63,2.63,0.0,3.3,-21
2026-08-07T16:13:30,3791732,2.22,0.41,0.0,3.26,-20
2026-08-07T16:13:46,3808606,2.42,1.0,0.0,3.56,-20
2026-08-07T16:14:03,3824932,2.77,0.95,0.0,3.74,-21
2026-08-07T16:14:21,3842875,2.79,0.45,0.0,3.27,-22
2026-08-07T16:14:38,3860137,5.83,4.22,0.0,3.46,-21
2026-08-07T16:14:55,3877082,3.4,2.14,0.0,3.54,-22
2026-08-07T16:15:11,3893559,2.46,0.43,0.0,3.68,-20
2026-08-07T16:15:29,3911053,7.03,10.13,0.0,3.38,-21
2026-08-07T16:15:46,3928323,2.68,0.59,0.0,3.44,-21
2026-08-07T16:16:03,3944899,3.2,1.42,0.0,3.67,-21
2026-08-07T16:16:19,3961368,3.03,1.02,0.0,3.71,-21
2026-08-07T16:16:37,3979556,7.18,7.09,0.0,3.23,-20
2026-08-07T16:16:54,3995995,4.86,4.99,0.0,3.74,-21
2026-08-07T16:17:11,4012985,3.28,1.54,0.0,3.54,-21
2026-08-07T16:17:30,4032304,3.04,0.96,0.0,2.92,-23
2026-08-07T16:17:53,4055151,9.27,13.65,0.0,2.35,-22
2026-08-07T16:18:09,4071597,2.89,1.02,0.0,3.71,-20
2026-08-07T16:18:26,4088213,3.16,1.33,0.0,3.65,-23
2026-08-07T16:18:43,4104836,3.0,1.49,0.0,3.7,-23
2026-08-07T16:19:03,4125424,3.66,2.22,0.0,2.69,-24
2026-08-07T16:19:20,4141846,2.13,0.45,0.0,3.71,-21
2026-08-07T16:19:36,4158528,2.78,0.7,0.0,3.63,-24
2026-08-07T16:19:55,4177048,6.19,2.81,0.0,3.16,-20
2026-08-07T16:20:13,4194804,2.58,1.07,0.0,3.3,-21
2026-08-07T16:20:39,4221274,2.82,1.03,0.0,1.92,-22
2026-08-07T16:20:56,4237707,3.58,1.87,0.0,3.7,-23
2026-08-07T16:21:15,4257018,5.46,5.63,0.0,2.95,-21
2026-08-07T16:21:34,4275686,2.53,0.47,0.0,3.08,-22
2026-08-07T16:21:51,4293168,3.87,2.2,0.0,3.41,-22
2026-08-07T16:22:08,4310226,3.14,1.21,0.0,3.51,-23
2026-08-07T16:22:25,4327087,2.82,1.23,0.0,3.56,-22
2026-08-07T16:22:43,4345114,10.77,16.15,0.0,3.26,-22
2026-08-07T16:23:03,4364675,2.84,0.62,0.0,2.88,-22
2026-08-07T16:23:21,4383109,2.8,0.94,0.0,3.13,-22
2026-08-07T16:23:38,4399873,2.5,0.62,0.0,3.6,-23
2026-08-07T16:23:54,4416661,2.91,0.81,0.0,3.6,-23
2026-08-07T16:24:18,4440566,4.53,4.09,0.0,2.2,-22
2026-08-07T16:24:36,4458497,5.66,4.5,0.0,3.28,-23
2026-08-07T16:24:53,4475146,2.33,0.21,0.0,3.66,-21
2026-08-07T16:25:14,4495680,3.62,1.89,0.0,2.69,-21
2026-08-07T16:25:32,4514181,6.09,6.66,0.0,3.13,-22
2026-08-07T16:25:49,4530871,4.64,3.02,0.0,3.66,-22
2026-08-07T16:26:07,4549015,3.32,1.55,0.0,3.2,-21
2026-08-07T16:26:24,4565889,2.81,1.02,0.0,3.59,-22
2026-08-07T16:26:42,4584490,2.48,0.83,0.0,3.09,-22
2026-08-07T16:27:00,4602084,5.16,5.59,0.0,3.36,-21
2026-08-07T16:27:17,4619116,4.33,3.37,0.0,3.53,-22
2026-08-07T16:27:34,4636339,5.05,4.64,0.0,3.49,-22
2026-08-07T16:27:52,4654473,2.96,0.96,0.0,3.21,-22
2026-08-07T16:28:10,4671739,2.71,0.95,0.0,3.44,-22
2026-08-07T16:28:28,4689894,8.86,9.65,0.0,3.21,-22
2026-08-07T16:28:45,4706836,6.66,6.23,0.0,3.55,-23
2026-08-07T16:29:02,4723809,2.68,1.42,0.0,3.55,-21
2026-08-07T16:29:19,4741045,2.84,0.92,0.0,3.45,-21
2026-08-07T16:29:36,4758101,2.42,0.76,0.0,3.53,-23
2026-08-07T16:29:54,4775712,8.82,8.81,0.0,3.37,-24
2026-08-07T16:30:11,4793540,2.51,0.5,0.0,3.29,-22
2026-08-07T16:30:28,4810054,2.39,0.7,0.0,3.68,-24
2026-08-07T16:30:45,4826959,2.98,1.49,0.0,3.58,-22
2026-08-07T16:31:02,4844077,2.53,0.97,0.0,3.51,-22
2026-08-07T16:31:19,4861309,5.32,5.26,0.0,3.46,-25
2026-08-07T16:31:36,4878479,2.68,1.03,0.0,3.47,-22
2026-08-07T16:31:53,4895128,2.92,1.3,0.0,3.65,-22
2026-08-07T16:32:10,4912000,3.15,1.36,0.0,3.56,-22
2026-08-07T16:32:26,4928633,2.84,0.72,0.0,3.65,-21
2026-08-07T16:32:43,4945666,3.15,1.55,0.0,3.54,-22
2026-08-07T16:33:00,4962537,3.18,1.37,0.0,3.58,-22
2026-08-07T16:33:17,4979302,2.85,1.09,0.0,3.62,-22
2026-08-07T16:33:34,4996434,2.84,1.4,0.0,3.48,-22
2026-08-07T16:33:51,5012795,4.07,2.96,0.0,3.76,-20
2026-08-07T16:34:07,5029389,3.07,1.71,0.0,3.68,-22
2026-08-07T16:34:24,5046344,2.29,0.14,0.0,3.56,-22
2026-08-07T16:34:41,5063494,4.65,3.82,0.0,3.48,-22
2026-08-07T16:34:58,5080561,5.93,4.38,0.0,3.53,-22
2026-08-07T16:35:15,5097006,2.76,1.3,0.0,3.71,-22
2026-08-07T16:35:31,5113691,2.93,1.7,0.0,3.64,-22
2026-08-07T16:35:48,5130204,3.18,1.76,0.0,3.7,-21
2026-08-07T16:36:04,5146544,2.97,1.35,0.0,3.75,-21
2026-08-07T16:36:21,5163220,2.43,0.72,0.0,3.65,-23
2026-08-07T16:36:37,5179568,2.1,0.56,0.0,3.73,-21
2026-08-07T16:36:54,5195931,2.59,1.48,0.0,3.74,-21
2026-08-07T16:37:10,5212397,3.32,2.56,0.0,3.71,-21
2026-08-07T16:37:27,5229115,3.15,1.02,0.0,3.61,-23
2026-08-07T16:37:44,5245931,3.68,1.27,0.0,3.6,-21
2026-08-07T16:38:00,5262395,2.9,1.18,0.0,3.7,-21
2026-08-07T16:38:17,5278860,3.02,1.16,0.0,3.71,-22
2026-08-07T16:38:33,5295224,2.63,0.59,0.0,3.75,-21
2026-08-07T16:38:49,5311642,3.12,1.55,0.0,3.71,-22
2026-08-07T16:39:06,5328090,2.77,0.98,0.0,3.72,-23
2026-08-07T16:39:22,5344618,2.91,0.75,0.0,3.68,-23
2026-08-07T16:39:39,5361229,2.71,1.12,0.0,3.66,-22
2026-08-07T16:39:55,5377553,2.92,0.95,0.0,3.76,-21
2026-08-07T16:40:12,5394275,2.76,0.79,0.0,3.64,-20
2026-08-07T16:40:28,5410688,2.71,0.88,0.0,3.72,-21
2026-08-07T16:40:45,5427137,2.36,0.46,0.0,3.71,-20
2026-08-07T16:41:01,5443495,2.17,0.35,0.0,3.73,-22
2026-08-07T16:41:18,5460049,3.31,1.58,0.0,3.7,-23
2026-08-07T16:41:34,5476614,2.46,0.59,0.0,3.67,-21
2026-08-07T16:41:51,5493209,2.39,0.79,0.0,3.67,-21
2026-08-07T16:42:11,5513462,2.76,0.99,0.0,2.75,-21
2026-08-07T16:42:35,5537131,3.75,2.6,0.0,2.23,-24
2026-08-07T16:43:05,5566945,7.05,4.68,0.0,1.66,-21
2026-08-07T16:43:33,5595331,17.44,28.18,0.0,1.78,-23
2026-08-07T16:44:01,5622902,8.75,12.17,0.0,1.83,-21
2026-08-07T16:44:24,5646121,6.09,5.4,0.0,2.29,-22
2026-08-07T16:44:42,5664421,3.93,2.72,0.0,3.17,-21
2026-08-07T16:45:01,5683186,6.04,5.16,0.0,3.05,-23
2026-08-07T16:45:24,5706516,5.76,5.31,0.0,2.29,-23
2026-08-07T16:45:48,5730216,5.66,3.86,0.0,2.25,-22
2026-08-07T16:46:19,5760803,7.42,5.58,0.0,1.61,-22
2026-08-07T16:46:54,5796109,19.16,17.85,0.0,1.36,-22
2026-08-07T16:47:31,5833417,7.34,8.44,0.0,1.27,-21
2026-08-07T16:48:11,5873292,35.45,20.76,0.0,1.19,-26
2026-08-07T16:48:46,5908567,4.49,3.08,0.0,1.35,-45
2026-08-07T16:49:19,5940960,12.74,12.03,0.0,1.5,-59
2026-08-07T16:49:45,5967628,7.87,7.35,0.0,1.91,-51
2026-08-07T16:50:14,5996155,8.03,6.95,0.0,1.75,-54
2026-08-07T16:50:39,6021580,7.81,7.83,0.0,2.03,-57
2026-08-07T16:51:03,6045021,15.03,17.52,0.0,2.28,-58
2026-08-07T16:51:20,6062059,2.84,1.71,0.0,3.5,-58
2026-08-07T16:51:37,6079277,3.33,1.44,0.0,3.47,-59
2026-08-07T16:51:54,6096071,2.22,0.44,0.0,3.58,-57
2026-08-07T16:52:12,6113871,3.62,1.91,0.0,3.3,-54
2026-08-07T16:52:29,6131539,2.41,0.29,0.0,3.34,-54
2026-08-07T16:52:47,6149641,2.83,0.89,0.0,3.26,-56
2026-08-07T16:53:05,6167067,3.41,1.48,0.0,3.4,-53
2026-08-07T16:53:22,6184624,3.42,1.14,0.0,3.39,-53
2026-08-07T16:53:40,6201826,3.11,1.07,0.0,3.47,-53
2026-08-07T16:53:57,6218959,3.28,1.14,0.0,3.48,-54
2026-08-07T16:54:14,6235884,2.88,1.1,0.0,3.55,-53
2026-08-07T16:54:31,6252870,3.13,0.64,0.0,3.56,-55
2026-08-07T16:54:47,6269630,2.54,0.85,0.0,3.6,-52
2026-08-07T16:55:04,6286352,3.23,1.69,0.0,3.61,-52
2026-08-07T16:55:21,6303380,2.72,1.12,0.0,3.52,-54
2026-08-07T16:55:38,6320276,3.86,2.89,0.0,3.55,-51
2026-08-07T16:55:55,6337101,3.55,1.51,0.0,3.57,-50
2026-08-07T16:56:12,6353982,3.44,1.53,0.0,3.58,-52
2026-08-07T16:56:29,6371099,2.23,0.34,0.0,3.51,-52
2026-08-07T16:56:46,6388021,3.56,2.59,0.0,3.56,-53
2026-08-07T16:57:03,6404809,3.04,1.1,0.0,3.6,-51
2026-08-07T16:57:20,6421989,3.46,2.73,0.0,3.47,-55
2026-08-07T16:57:37,6438930,3.32,1.06,0.0,3.56,-53
2026-08-07T16:57:54,6455952,3.13,1.25,0.0,3.52,-51
2026-08-07T16:58:11,6473169,3.1,1.45,0.0,3.49,-51
2026-08-07T16:58:28,6490365,2.6,0.44,0.0,3.47,-51
2026-08-07T16:58:45,6507087,3.13,1.34,0.0,3.61,-52
2026-08-07T16:59:02,6524254,3.68,1.93,0.0,3.49,-52
2026-08-07T16:59:19,6541412,2.77,1.32,0.0,3.47,-49
2026-08-07T16:59:36,6558419,2.53,0.54,0.0,3.53,-51
2026-08-07T16:59:53,6575032,3.38,1.01,0.0,3.64,-51
2026-08-07T17:00:10,6592008,2.87,1.25,0.0,3.53,-51
2026-08-07T17:00:27,6608779,2.92,0.5,0.0,3.59,-51
2026-08-07T17:00:43,6625466,3.93,2.15,0.0,3.62,-51
2026-08-07T17:01:00,6642463,2.57,0.39,0.0,3.54,-51
2026-08-07T17:01:17,6659617,2.73,0.61,0.0,3.49,-51
2026-08-07T17:01:38,6679968,9.49,6.87,0.0,2.76,-52
2026-08-07T17:01:55,6697353,2.98,2.31,0.0,3.42,-48
2026-08-07T17:02:12,6714640,2.96,1.0,0.0,3.45,-56
2026-08-07T17:02:30,6731792,3.02,1.59,0.0,3.5,-56
2026-08-07T17:02:47,6748937,5.85,3.66,0.0,3.49,-57
2026-08-07T17:03:04,6766144,2.7,0.58,0.0,3.48,-60
2026-08-07T17:03:21,6783363,2.41,0.28,0.0,3.46,-59
2026-08-07T17:03:38,6800606,3.28,1.72,0.0,3.46,-55
2026-08-07T17:03:55,6817692,2.76,1.08,0.0,3.53,-67
2026-08-07T17:04:12,6834672,2.87,0.93,0.0,3.54,-54
2026-08-07T17:04:30,6852457,2.61,0.68,0.0,3.33,-54
2026-08-07T17:04:51,6873136,8.4,8.2,0.0,2.68,-53
2026-08-07T17:05:16,6898582,6.33,6.97,0.0,2.03,-53
2026-08-07T17:05:48,6929990,16.25,13.01,0.0,1.57,-53
2026-08-07T17:06:05,6947124,3.05,1.37,0.0,3.51,-53
2026-08-07T17:06:22,6964164,2.81,0.82,0.0,3.52,-54
2026-08-07T17:06:39,6981207,3.01,1.28,0.0,3.51,-53
2026-08-07T17:06:56,6998240,2.74,0.92,0.0,3.53,-53
2026-08-07T17:07:13,7015348,2.78,1.34,0.0,3.5,-54
2026-08-07T17:07:31,7032890,3.03,1.29,0.0,3.37,-54
2026-08-07T17:07:48,7050001,3.03,1.19,0.0,3.51,-55
2026-08-07T17:08:05,7067041,3.61,1.84,0.0,3.54,-54
2026-08-07T17:08:22,7084438,2.49,0.45,0.0,3.4,-54
2026-08-07T17:08:39,7101456,2.27,0.43,0.0,3.53,-54
2026-08-07T17:08:56,7118417,3.26,1.29,0.0,3.54,-54
2026-08-07T17:09:13,7135573,2.97,1.11,0.0,3.5,-54
2026-08-07T17:09:30,7152592,2.71,0.62,0.0,3.52,-54
2026-08-07T17:09:48,7170041,12.5,18.12,0.0,3.42,-56
2026-08-07T17:10:07,7189181,31.43,23.81,0.0,3.13,-55
2026-08-07T17:10:24,7206304,2.68,0.44,0.0,3.48,-54
2026-08-07T17:10:42,7223803,4.35,3.46,0.0,3.37,-54
2026-08-07T17:10:58,7240725,3.29,1.76,0.0,3.57,-54
2026-08-07T17:11:15,7257508,3.23,1.43,0.0,3.59,-54
2026-08-07T17:11:32,7274582,4.89,2.98,0.0,3.51,-55
2026-08-07T17:11:50,7291821,2.98,0.97,0.0,3.47,-54
2026-08-07T17:12:07,7308817,3.52,1.93,0.0,3.53,-54
2026-08-07T17:12:23,7325726,3.06,1.35,0.0,3.57,-54
2026-08-07T17:12:40,7342639,2.72,0.67,0.0,3.56,-54
2026-08-07T17:12:57,7359476,3.1,1.56,0.0,3.58,-54
2026-08-07T17:13:14,7376366,2.8,1.27,0.0,3.58,-54
2026-08-07T17:13:31,7393653,3.12,1.65,0.0,3.55,-54
2026-08-07T17:13:49,7410859,2.93,1.08,0.0,3.49,-55
2026-08-07T17:14:07,7429567,2.4,0.29,0.0,3.06,-55
2026-08-07T17:14:25,7447149,3.27,1.42,0.0,3.36,-57
2026-08-07T17:14:42,7464011,3.14,1.87,0.0,3.57,-55
2026-08-07T17:14:59,7480772,2.87,1.28,0.0,3.59,-54
2026-08-07T17:15:15,7497461,4.16,2.19,0.0,3.63,-54
2026-08-07T17:15:32,7514395,3.41,0.99,0.0,3.55,-55
2026-08-07T17:15:49,7531266,2.82,0.98,0.0,3.56,-55
2026-08-07T17:16:06,7548019,3.0,1.58,0.0,3.6,-55
2026-08-07T17:16:23,7564805,2.57,0.68,0.0,3.61,-54
2026-08-07T17:16:39,7581517,2.98,0.85,0.0,3.63,-54
2026-08-07T17:16:56,7598216,2.37,0.38,0.0,3.63,-55
2026-08-07T17:17:13,7614888,2.15,0.33,0.0,3.64,-54
2026-08-07T17:17:29,7631769,2.64,1.0,0.0,3.57,-54
2026-08-07T17:17:47,7649576,3.05,1.37,0.0,3.3,-54
2026-08-07T17:18:04,7666330,2.69,1.15,0.0,3.63,-54
2026-08-07T17:18:21,7683041,2.79,1.05,0.0,3.62,-56
2026-08-07T17:18:38,7699941,3.51,1.15,0.0,3.58,-52
2026-08-07T17:18:54,7716597,2.54,0.69,0.0,3.63,-54
2026-08-07T17:19:12,7734253,6.57,5.43,0.0,3.43,-54
2026-08-07T17:19:29,7751232,3.04,1.19,0.0,3.56,-54
2026-08-07T17:19:47,7769736,3.39,1.51,0.0,3.11,-54
2026-08-07T17:20:04,7786578,3.16,1.87,0.0,3.57,-53
2026-08-07T17:20:21,7803262,2.44,0.31,0.0,3.65,-55
2026-08-07T17:20:39,7821512,2.37,0.62,0.0,3.17,-54
2026-08-07T17:20:56,7838228,2.6,0.69,0.0,3.64,-56
2026-08-07T17:21:13,7854902,2.65,0.73,0.0,3.64,-55
2026-08-07T17:21:29,7871775,2.72,0.97,0.0,3.58,-55
2026-08-07T17:21:46,7888480,3.08,1.7,0.0,3.61,-57
2026-08-07T17:22:03,7905315,2.69,0.83,0.0,3.6,-55
2026-08-07T17:22:20,7922027,2.28,0.21,0.0,3.61,-57
2026-08-07T17:22:37,7939038,3.02,1.53,0.0,3.51,-56
2026-08-07T17:22:53,7955643,3.56,2.35,0.0,3.65,-57
2026-08-07T17:23:10,7972393,2.68,0.74,0.0,3.63,-57
2026-08-07T17:23:27,7989418,3.18,1.47,0.0,3.53,-56
2026-08-07T17:23:44,8006347,2.9,1.16,0.0,3.55,-56
2026-08-07T17:24:01,8023124,3.67,1.96,0.0,3.59,-55
2026-08-07T17:24:18,8039927,3.35,1.05,0.0,3.6,-54
2026-08-07T17:24:34,8056734,2.36,0.34,0.0,3.61,-55
2026-08-07T17:24:54,8076778,3.65,0.96,0.0,2.79,-55
2026-08-07T17:25:11,8093715,3.1,1.16,0.0,3.54,-54
2026-08-07T17:25:28,8110649,2.76,1.37,0.0,3.54,-57
2026-08-07T17:25:46,8127899,2.65,0.74,0.0,3.45,-54
2026-08-07T17:26:03,8144821,3.6,1.85,0.0,3.57,-54
2026-08-07T17:26:20,8162035,2.83,0.68,0.0,3.47,-54
2026-08-07T17:26:37,8179046,2.85,0.57,0.0,3.53,-54
2026-08-07T17:26:54,8196021,3.2,2.05,0.0,3.54,-55
2026-08-07T17:27:11,8212946,3.36,1.92,0.0,3.56,-54
2026-08-07T17:27:28,8230053,3.53,2.06,0.0,3.5,-55
2026-08-07T17:27:45,8247033,2.96,1.08,0.0,3.54,-55
2026-08-07T17:28:02,8263855,2.37,0.39,0.0,3.59,-56
2026-08-07T17:28:18,8280614,3.23,2.16,0.0,3.6,-55
2026-08-07T17:28:35,8297562,3.21,1.23,0.0,3.55,-54
2026-08-07T17:28:52,8314537,2.63,1.27,0.0,3.56,-57
2026-08-07T17:29:09,8331504,3.12,1.66,0.0,3.54,-54
2026-08-07T17:29:26,8348612,3.25,1.5,0.0,3.5,-53
2026-08-07T17:29:43,8365721,2.59,0.7,0.0,3.5,-54
2026-08-07T17:30:00,8382599,2.6,0.59,0.0,3.57,-54
2026-08-07T17:30:17,8399482,3.02,1.37,0.0,3.58,-54
2026-08-07T17:30:34,8416393,3.36,1.44,0.0,3.57,-54
2026-08-07T17:30:51,8433112,3.05,1.63,0.0,3.61,-55
2026-08-07T17:31:08,8450051,3.17,1.22,0.0,3.55,-54
2026-08-07T17:31:25,8466935,2.77,0.96,0.0,3.58,-54
2026-08-07T17:31:42,8484129,2.77,1.24,0.0,3.49,-54
2026-08-07T17:31:59,8501109,2.68,0.95,0.0,3.53,-54
2026-08-07T17:32:17,8518824,3.72,2.38,0.0,3.32,-54
2026-08-07T17:32:34,8536375,7.66,7.48,0.0,3.37,-54
2026-08-07T17:32:51,8553417,6.06,3.95,0.0,3.51,-53
2026-08-07T17:33:08,8570736,4.24,4.54,0.0,3.43,-54
2026-08-07T17:33:26,8587815,2.63,0.9,0.0,3.51,-55
2026-08-07T17:33:43,8604937,2.92,1.17,0.0,3.5,-54
2026-08-07T17:34:00,8622244,2.61,0.54,0.0,3.44,-54
2026-08-07T17:34:17,8639296,3.16,1.59,0.0,3.51,-54
2026-08-07T17:34:34,8656313,3.0,1.78,0.0,3.54,-54
2026-08-07T17:34:51,8673236,3.18,1.23,0.0,3.55,-54
2026-08-07T17:35:08,8690411,3.08,1.37,0.0,3.48,-55
2026-08-07T17:35:26,8707929,3.13,1.56,0.0,3.38,-54
2026-08-07T17:35:43,8725098,3.23,1.29,0.0,3.49,-53
2026-08-07T17:36:00,8742172,3.28,1.58,0.0,3.53,-55
2026-08-07T17:36:17,8759343,3.24,1.73,0.0,3.48,-54
2026-08-07T17:36:34,8776201,3.18,1.05,0.0,3.58,-54
2026-08-07T17:36:51,8793352,3.48,1.76,0.0,3.5,-54
2026-08-07T17:37:09,8811681,2.52,0.35,0.0,3.15,-54
2026-08-07T17:37:28,8829968,3.22,2.38,0.0,3.17,-55
2026-08-07T17:37:46,8848292,3.36,1.55,0.0,3.17,-55
2026-08-07T17:38:03,8865481,2.78,1.06,0.0,3.49,-54
2026-08-07T17:38:20,8882607,3.56,2.22,0.0,3.48,-54
2026-08-07T17:38:37,8899428,2.78,0.83,0.0,3.6,-54
2026-08-07T17:38:54,8916468,2.96,1.18,0.0,3.52,-55
2026-08-07T17:39:11,8933234,2.93,1.09,0.0,3.6,-54
2026-08-07T17:39:28,8950395,3.24,1.07,0.0,3.47,-55
2026-08-07T17:39:45,8967330,3.03,0.97,0.0,3.54,-55
